,fips,county,state,CPT_grocery_stores_2014,CPT_supercenters_2014,CPT_convenience_stores_2014,CPT_specialized_stores_2014,CPT_snap_authorized_stores_2012,CPT_wic_authorized_stores_2012
629,17069,Hardin,IL,0.242189392,0.0,0.968757568,0.0,0.9394081728511038,0.4697041
630,17071,Henderson,IL,0.2891845,0.0,0.722961249,0.0,0.7217568271096596,0.2839699
631,17073,Henry,IL,0.181323663,0.0201471,0.564118062,0.0402941,0.8008506961751902,0.2193201
632,17075,Iroquois,IL,0.277017902,0.0346272,0.450154091,0.0,0.8179434564523484,0.2393981
633,17077,Jackson,IL,0.234596243,0.0335137,0.33513749,0.0502706,0.7047216349541932,0.1997636
634,17079,Jasper,IL,0.103917697,0.0,0.415670789,0.0,0.7367727619443866,0.20803
635,17081,Jefferson,IL,0.259511081,0.0259511,0.389266622,0.0,0.8673381542699725,0.1807851
636,17083,Jersey,IL,0.177218555,0.0443046,0.310132471,0.088609277,0.5276580775657373,0.175886
637,17085,Jo Daviess,IL,0.179742968,0.0449357,0.494293161,0.134807226,0.37695684952769526,0.1773915
638,17087,Johnson,IL,0.158717562,0.0,0.396793905,0.0,0.6334900731452455,0.1567398
639,17089,Kane,IL,0.151714564,0.0189643,0.252225463,0.075857282,0.4360555063251972,0.1435442
640,17091,Kankakee,IL,0.215488215,0.026936,0.430976431,0.0538721,0.7379393724935125,0.1592357
641,17093,Kendall,IL,0.074165637,0.0329625,0.238978162,0.090646889,0.3732554365465758,0.1608738
642,17095,Knox,IL,0.192052853,0.0192053,0.307284565,0.0192053,0.7320994506861638,0.1722587
643,17097,Lake,IL,0.161659477,0.0170168,0.290703446,0.0609768,0.4468609354526291,0.182305
644,17099,LaSalle,IL,0.188779317,0.0269685,0.530379986,0.062926439,0.8032892815097415,0.2035885
645,17101,Lawrence,IL,0.0,0.0605364,0.484290817,0.0,0.5420380631173212,0.1806794
646,17103,Lee,IL,0.172736433,0.0287894,0.546998704,0.0287894,0.7611001702961631,0.2283301
647,17105,Livingston,IL,0.211065087,0.0263831,0.738727805,0.0263831,0.884070346124322,0.2070018
648,17107,Logan,IL,0.168089827,0.033618,0.36979762,0.067235931,0.788547185108675,0.1665945
649,17109,McDonough,IL,0.188205772,0.0313676,0.501882058,0.0313676,0.8144573869748288,0.2151397
650,17111,McHenry,IL,0.146444808,0.0357976,0.286380958,0.081358227,0.3599495908311563,0.1135829
651,17113,McLean,IL,0.160863146,0.0229804,0.39066764,0.0459609,0.6563888840518302,0.1567207
652,17115,Macon,IL,0.147669589,0.027688,0.452238117,0.083064144,0.8324101148423264,0.2724251
653,17117,Macoupin,IL,0.236798484,0.0215271,0.581232644,0.064581405,0.8045563295293344,0.2117254
654,17119,Madison,IL,0.153811525,0.0187575,0.43517407,0.071278511,0.8038335143825227,0.2351773
655,17121,Marion,IL,0.103704856,0.0259262,0.622229136,0.0518524,0.9705867228878491,0.28282
656,17123,Marshall,IL,0.249708673,0.0,0.998834693,0.083236224,0.9734728644439037,0.2433682
657,17125,Mason,IL,0.143905598,0.0,0.575622392,0.0,1.0237081501128407,0.2093949
658,17127,Massac,IL,0.13418316,0.0,0.3354579,0.0,0.7330094963021313,0.2625706
659,17129,Menard,IL,0.238663484,0.0,0.318217979,0.079554495,0.7860399308284861,0.157208
660,17131,Mercer,IL,0.12543117,0.0,0.689871433,0.12543117,0.8529091394866103,0.2466243
661,17133,Monroe,IL,0.148271158,0.0296542,0.296542317,0.0296542,0.5221292882053741,0.1798723
662,17135,Montgomery,IL,0.136244422,0.0340611,0.953710957,0.102183317,1.116925500787756,0.2025658
663,17137,Morgan,IL,0.143147528,0.0286295,0.572590111,0.0286295,0.9946510924623877,0.2551599
664,17139,Moultrie,IL,0.06739907,0.0,0.471793489,0.13479814,0.6919797316904395,0.2678631
665,17141,Ogle,IL,0.153595085,0.0191994,0.47998464,0.0191994,0.6890831567262086,0.1513775
666,17143,Peoria,IL,0.288278285,0.010677,0.373694073,0.0480464,0.7405271271463717,0.250996
667,17145,Perry,IL,0.276854928,0.0461425,0.46142488,0.0,0.7593616828361592,0.2720101
668,17147,Piatt,IL,0.182581705,0.0,0.426023979,0.0,0.6261108418161253,0.1211827
669,17149,Pike,IL,0.312070903,0.0,0.873798527,0.0624142,1.0424331616384597,0.306598
670,17151,Pope,IL,0.467726848,0.0,0.467726848,0.0,0.7022471910112359,0.2340824
671,17153,Pulaski,IL,0.515907137,0.0,0.859845228,0.0,1.1392686451039236,0.5001667
672,17155,Putnam,IL,0.343997248,0.0,0.687994496,0.171998624,0.8494733265375467,0.1698947
673,17157,Randolph,IL,0.182542822,0.0304238,0.486780857,0.091271411,0.8218028077841162,0.1517174
674,17159,Richland,IL,0.186787871,0.0622626,0.373575742,0.0,0.556379821958457,0.3090999
675,17161,Rock Island,IL,0.184851742,0.0136927,0.492937979,0.0547709,0.974295331294321,0.2305757
676,17163,St. Clair,IL,0.131713136,0.0112897,0.496746686,0.0526853,0.8319137487694866,0.2454827
677,17165,Saline,IL,0.325044694,0.0406306,0.690719974,0.0,1.0689756540794781,0.3206927
678,17167,Sangamon,IL,0.150756042,0.025126,0.366839701,0.065327618,0.8183997336959888,0.2559329
679,17169,Schuyler,IL,0.136425648,0.0,0.545702592,0.136425648,0.9387153010594073,0.1341022
680,17171,Scott,IL,0.192159877,0.0,0.768639508,0.0,0.7561436672967864,0.1890359
681,17173,Shelby,IL,0.181422351,0.0453556,0.816400581,0.090711176,0.8560100919084519,0.1802127
682,17175,Stark,IL,0.172028213,0.0,0.516084638,0.172028213,1.0791568561497926,0.3363606
683,17177,Stephenson,IL,0.129212878,0.0215355,0.473780553,0.0215355,0.8553560907742215,0.2555421
684,17179,Tazewell,IL,0.125269883,0.0368441,0.397916099,0.0368441,0.6564961860697761,0.1838925
685,17181,Union,IL,0.229265776,0.0573164,0.515847997,0.171949332,1.0011144481592715,0.396668
686,17183,Vermilion,IL,0.188139675,0.0250853,0.42644993,0.0250853,0.9455737650765338,0.2353612
687,17185,Wabash,IL,0.173175167,0.0,0.432937917,0.0,0.7461413831329411,0.2558199
688,17187,Warren,IL,0.335683115,0.0,0.335683115,0.0559472,0.986971969996052,0.281992
689,17189,Washington,IL,0.557996792,0.0,0.767245588,0.0,0.9932867516098095,0.2740102
690,17191,Wayne,IL,0.181345584,0.0604485,0.604485281,0.0604485,0.935199710389767,0.2413419
691,17193,White,IL,0.347850285,0.069570057,0.69570057,0.0,0.9610104338275671,0.4118616
692,17195,Whiteside,IL,0.140656868,0.0175821,0.45713482,0.0527463,0.7635215341884775,0.1555855
693,17197,Will,IL,0.148814083,0.0204255,0.256777241,0.0452278,0.4216006024749532,0.1509118
694,17199,Williamson,IL,0.208930277,0.0298472,0.402936963,0.0298472,0.7386687464378917,0.2249752
695,17201,Winnebago,IL,0.190613498,0.0173285,0.419349696,0.076245399,0.7757870001038565,0.1985832
696,17203,Woodford,IL,0.153112001,0.0,0.484854671,0.0255187,0.6051508386578055,0.1796207
697,18001,Adams,IN,0.20120146,0.0287431,0.344916789,0.114972263,0.5553130607691934,0.2036956
698,18003,Allen,IN,0.136642636,0.0300614,0.341606589,0.073787023,0.698506154068122,0.0693651
699,18005,Bartholomew,IN,0.13712804,0.0373986,0.361519379,0.0373986,0.7277146600277182,0.1263759
700,18007,Benton,IN,0.229885057,0.0,0.459770115,0.0,0.6815084052703316,0.2271695
701,18009,Blackford,IN,0.322554633,0.0,0.483831949,0.0,0.9865088252546259,0.3199488
702,18011,Boone,IN,0.09690705,0.0161512,0.1938141,0.0323023,0.3958559536735432,0.1187568
703,18013,Brown,IN,0.267343938,0.0,0.467851891,0.267343938,0.618798205485204,0.1988994
704,18015,Carroll,IN,0.200772976,0.0,0.351352708,0.0501932,0.5556937878410882,0.1990545
705,18017,Cass,IN,0.15609553,0.0260159,0.364222904,0.0260159,0.7365456226294461,0.1814364
706,18019,Clark,IN,0.105021792,0.0262554,0.332569008,0.0437591,0.844863675477069,0.0803923
707,18021,Clay,IN,0.188238837,0.0,0.60236428,0.0376478,0.9067084000943971,0.149048
708,18023,Clinton,IN,0.152550647,0.0305101,0.396631682,0.091530388,0.852966709062645,0.1211314
709,18025,Crawford,IN,0.187705303,0.0,0.469263257,0.0,0.804813252070636,0.281294
710,18027,Daviess,IN,0.183323658,0.0305539,0.366647316,0.0305539,0.550981370592149,0.1871258
711,18029,Dearborn,IN,0.141397002,0.0201996,0.34339272,0.0605987,0.5150742844146549,0.1003391
712,18031,Decatur,IN,0.188508521,0.0377017,0.301613633,0.075403408,0.8127895962931673,0.2687966
713,18033,DeKalb,IN,0.141566194,0.0235944,0.306726754,0.0471887,0.6852390066397297,0.1890315
714,18035,Delaware,IN,0.11104088,0.0256248,0.341664247,0.0597912,0.7874362382559104,0.102246
715,18037,Dubois,IN,0.23615539,0.0236155,0.519541859,0.094462156,0.6595992488887833,0.2376934
716,18039,Elkhart,IN,0.178243411,0.0297072,0.31192597,0.074268088,0.6812978724470116,0.1001909
717,18041,Fayette,IN,0.127833646,0.0426112,0.426112153,0.085222431,0.7386907486786799,0.2913147
718,18043,Floyd,IN,0.105015818,0.026254,0.354428386,0.0525079,0.7449667698329415,0.1195489
719,18045,Fountain,IN,0.240124865,0.0,0.600312162,0.0,0.7788616936347528,0.3504878
720,18047,Franklin,IN,0.305223685,0.0,0.47963722,0.087206767,0.711103371210472,0.3918325
721,18049,Fulton,IN,0.195121951,0.0487805,0.487804878,0.0,0.6831589268778835,0.2411149
722,18051,Gibson,IN,0.207352114,0.0296217,0.473947688,0.0,0.7671309303206011,0.2092175
723,18053,Grant,IN,0.102086949,0.0291677,0.641689393,0.0437515,1.0901966440694264,0.1442377
724,18055,Greene,IN,0.275010695,0.0305567,0.519464646,0.0,0.7159481886257842,0.2428658
725,18057,Hamilton,IN,0.102437686,0.0231311,0.165222075,0.06608883,0.3739270108292026,0.0725401
726,18059,Hancock,IN,0.06946567,0.0138931,0.263969546,0.0416794,0.4981226415537667,0.0704891
727,18061,Harrison,IN,0.07633782,0.0254459,0.330797221,0.0254459,0.621795199400351,0.1022129
728,18063,Hendricks,IN,0.0576716,0.0448557,0.288358025,0.0256318,0.42820550318855216,0.0797692
729,18065,Henry,IN,0.163281968,0.0204102,0.428615165,0.0408205,0.7869760529604486,0.1215929
730,18067,Howard,IN,0.132558868,0.0361524,0.469981442,0.108457256,0.9454952182082262,0.0965612
731,18069,Huntington,IN,0.136217512,0.0272435,0.626600556,0.10897401,0.8020836149638161,0.1081461
732,18071,Jackson,IN,0.228806773,0.0228807,0.5033749,0.114403386,0.843333410703371,0.1624771
733,18073,Jasper,IN,0.238984317,0.0,0.507841673,0.0,0.9340626494500238,0.17934
734,18075,Jay,IN,0.141649747,0.0472166,0.283299495,0.094433165,0.7137508190583169,0.1872133
735,18077,Jefferson,IN,0.184649474,0.0307749,0.338524035,0.0615498,0.7218774958530443,0.1535909
736,18079,Jennings,IN,0.071428571,0.0357143,0.357142857,0.0,0.5799983428618776,0.1420404
737,18081,Johnson,IN,0.088112893,0.0338896,0.277894509,0.0542233,0.573243662893152,0.0698368
738,18083,Knox,IN,0.105435184,0.0263588,0.527175919,0.079076388,0.7738313834531243,0.1573894
739,18085,Kosciusko,IN,0.190927142,0.025457,0.356397332,0.025457,0.6646565905157047,0.1030808
740,18087,LaGrange,IN,0.208138204,0.0,0.28619003,0.078051826,0.5352558123006672,0.106607
741,18089,Lake,IN,0.16522924,0.0122392,0.45285051,0.0469169,0.785019995218975,0.0871119
742,18091,LaPorte,IN,0.170489214,0.0269193,0.46660206,0.062811816,0.811265124139295,0.09888
743,18093,Lawrence,IN,0.196919307,0.0218799,0.590757921,0.0437598,0.6438358146331582,0.1519163
744,18095,Madison,IN,0.15376454,0.0153765,0.36134667,0.00768823,0.8017000644428759,0.1457636
745,18097,Marion,IN,0.174472808,0.0224781,0.332889837,0.0513785,0.7286181627324008,0.1055522
746,18099,Marshall,IN,0.191054408,0.0212283,0.403337084,0.0424565,0.8275915844391516,0.1063287
747,18101,Martin,IN,0.294031167,0.0,0.588062335,0.0,0.682261208576998,0.3898636
748,18103,Miami,IN,0.305946487,0.0,0.389386438,0.0278133,0.8336530906831845,0.1096311
749,18105,Monroe,IN,0.139529367,0.0139529,0.293011672,0.0558117,0.46920391342065,0.0709124
750,18107,Montgomery,IN,0.209720547,0.0262151,0.681591779,0.078645205,0.7232359143270419,0.1307053
751,18109,Morgan,IN,0.100440503,0.0143486,0.502202517,0.0286973,0.711305919218717,0.1297653
752,18111,Newton,IN,0.211924272,0.0,0.706414241,0.070641424,0.8129212949776891,0.2136144
753,18113,Noble,IN,0.189004158,0.0210005,0.378008316,0.0210005,0.735572275230129,0.1681308
754,18115,Ohio,IN,0.165700083,0.0,0.331400166,0.0,0.4249602456544388,0.1645007
755,18117,Orange,IN,0.203811271,0.0509528,0.509528177,0.0,0.8803114948366345,0.253936
756,18119,Owen,IN,0.095378893,0.0,0.381515571,0.0476894,0.7405675085749922,0.1870907
757,18121,Parke,IN,0.116056403,0.0,0.406197412,0.0580282,0.38080731150038083,0.1171715
758,18123,Perry,IN,0.205613241,0.0514033,0.411226483,0.0514033,0.6165861679169664,0.2055287
759,18125,Pike,IN,0.237642586,0.0,0.712927757,0.0,0.6788866259334692,0.2349992
760,18127,Porter,IN,0.071823601,0.0179559,0.359118006,0.0359118,0.5044804706204256,0.0784636
761,18129,Posey,IN,0.117462803,0.0,0.509005482,0.0,0.5468963631391851,0.1953201
762,18131,Pulaski,IN,0.15423768,0.0,0.462713041,0.0,0.7619628162145687,0.2285888
763,18133,Putnam,IN,0.106332075,0.026583,0.4253283,0.079749056,0.5739514348785872,0.1059603
764,18135,Randolph,IN,0.157579578,0.0393949,0.433343839,0.0393949,0.8554458002453353,0.1162115
765,18137,Ripley,IN,0.280731305,0.0,0.56146261,0.140365653,0.6968011288761385,0.209915
766,18139,Rush,IN,0.118399242,0.0,0.591996211,0.0591996,0.7409573949497905,0.2339866
767,18141,St. Joseph,IN,0.171886794,0.03363,0.332563579,0.06352338,0.6639283533075021,0.0863545
768,18143,Scott,IN,0.168690958,0.0421727,0.590418354,0.0,0.9947739341207458,0.2942289
769,18145,Shelby,IN,0.157024608,0.0224321,0.381345477,0.0,0.47971337126067176,0.0899463
770,18147,Spencer,IN,0.240373059,0.0,0.673044565,0.0,0.5599014573435075,0.1919662
771,18149,Starke,IN,0.216694115,0.0,0.173355292,0.0433388,0.8328666408190811,0.2584759
772,18151,Steuben,IN,0.204034045,0.0582954,0.670397575,0.0582954,0.9353143437658735,0.1758293
773,18153,Sullivan,IN,0.142517815,0.0,0.475059382,0.0475059,0.9006670442388773,0.2359826
774,18155,Switzerland,IN,0.191350938,0.0,0.382701875,0.0,1.047262727040164,0.1918649
775,18157,Tippecanoe,IN,0.120169986,0.0327736,0.240339972,0.071009537,0.529069232488137,0.0619673
776,18159,Tipton,IN,0.129743756,0.0,0.518975024,0.064871878,0.5521928427312308,0.0637146
777,18161,Union,IN,0.138007176,0.0,0.552028705,0.138007176,0.6791632708503124,0.2716653
778,18163,Vanderburgh,IN,0.219772975,0.016483,0.39009703,0.076920541,0.7800779248544901,0.1437592
779,18165,Vermillion,IN,0.191168037,0.0,0.764672147,0.063722679,1.054655029093932,0.1870324
780,18167,Vigo,IN,0.157152762,0.0277328,0.415992605,0.0277328,0.6640351200796843,0.0922271
781,18169,Wabash,IN,0.217040804,0.0310058,0.527099095,0.0310058,0.9270418095856124,0.1854084
782,18171,Warren,IN,0.239463602,0.0,0.598659004,0.0,0.35962598897146963,0.359626
783,18173,Warrick,IN,0.130827978,0.032707,0.278009452,0.0490605,0.46309313133651986,0.1323123
784,18175,Washington,IN,0.215223474,0.0,0.322835211,0.0,0.7282451679142343,0.1790767
785,18177,Wayne,IN,0.103441652,0.0295548,0.443321364,0.0443321,0.7876588729893971,0.1170515
786,18179,Wells,IN,0.071782356,0.0358912,0.358911779,0.0358912,0.4731423887361975,0.1084912
787,18181,White,IN,0.122684333,0.0408948,0.613421666,0.0408948,0.8324463003902945,0.08188
788,18183,Whitley,IN,0.179624585,0.0299374,0.508936323,0.0299374,0.6498310439285785,0.1199688
789,19001,Adair,IA,0.268312316,0.0,1.073249262,0.0,1.2698837053869805,0.5346879
790,19003,Adams,IA,0.258064516,0.0,0.516129032,0.0,1.0227563283047814,0.2556891
791,19005,Allamakee,IA,0.498646531,0.0,0.498646531,0.071235219,0.948233476153684,0.2809581
792,19007,Appanoose,IA,0.394913514,0.078982703,0.710844325,0.078982703,1.1876640419947506,0.3937008
793,19009,Audubon,IA,0.172592337,0.0,0.517777011,0.0,0.8601240834743372,0.1692047
794,19011,Benton,IA,0.11682243,0.0,0.778816199,0.0,0.5065758056813928,0.1161575
795,19013,Black Hawk,IA,0.180590984,0.0300985,0.481575957,0.090295492,0.8724017599757246,0.1744803
796,19015,Boone,IA,0.151325994,0.0,0.416146484,0.0378315,0.7857733664185278,0.2290514
797,19017,Bremer,IA,0.20225719,0.0404514,0.485417257,0.080902876,0.6400043574764765,0.2859594
798,19019,Buchanan,IA,0.142599106,0.047533,0.617929461,0.047533,0.7162639671473594,0.2387547
799,19021,Buena Vista,IA,0.19438235,0.0485956,0.631742638,0.097191175,0.687969437969438,0.2428128
800,19023,Butler,IA,0.266560043,0.0,0.733040117,0.133280021,0.9786912229191689,0.3336447
801,19025,Calhoun,IA,0.4054328,0.0,0.608149199,0.0,1.1101019275406196,0.4036734
802,19027,Carroll,IA,0.291800409,0.0486334,0.534967416,0.0486334,0.630119722747322,0.387766
803,19029,Cass,IA,0.446162998,0.0743605,0.594883998,0.0743605,1.1780708785736838,0.4372222
804,19031,Cedar,IA,0.162946065,0.0,0.651784259,0.0543154,0.8597596293078482,0.2172024
805,19033,Cerro Gordo,IA,0.231192491,0.0462385,0.50862348,0.092476996,0.8202399439724736,0.2055358
806,19035,Cherokee,IA,0.253464008,0.0,0.591416019,0.0,0.7603660918578047,0.4185501
807,19037,Chickasaw,IA,0.16307893,0.0,0.733855186,0.0,0.9367872271098078,0.1629195
808,19039,Clarke,IA,0.325485516,0.108495172,0.54247586,0.0,1.12059765208111,0.3201708
809,19041,Clay,IA,0.121102028,0.060551,0.605510142,0.060551,0.6777516717874571,0.2409784
810,19043,Clayton,IA,0.282613611,0.0,0.678272666,0.113045444,0.8130081300813008,0.3364172
811,19045,Clinton,IA,0.14567855,0.0208112,0.582714199,0.0208112,0.7988313456630471,0.1847404
812,19047,Crawford,IA,0.290225215,0.058045,0.696540515,0.058045,0.6980954031621315,0.2888671
813,19049,Dallas,IA,0.142118863,0.0258398,0.452196382,0.07751938,0.6310762803321893,0.1389526
814,19051,Davis,IA,0.227764492,0.0,0.79717572,0.113882246,0.8631603176429969,0.115088
815,19053,Decatur,IA,0.242042842,0.0,0.484085683,0.0,1.1409992326022862,0.3635042
816,19055,Delaware,IA,0.114955742,0.0574779,0.632256581,0.0574779,0.7966313872766586,0.1707067
817,19057,Des Moines,IA,0.149049807,0.0248416,0.59619923,0.0496833,0.8366385721368368,0.1983143
818,19059,Dickinson,IA,0.177147919,0.0590493,0.826690286,0.118098612,0.8396181946735799,0.2946029
819,19061,Dubuque,IA,0.166026772,0.0207533,0.498080315,0.0415067,0.7290801322158779,0.199796
820,19063,Emmet,IA,0.500500501,0.0,0.4004004,0.0,1.0622529644268774,0.2964427
821,19065,Fayette,IA,0.245784791,0.0,0.589883498,0.0,0.8937302617868192,0.2885587
822,19067,Floyd,IA,0.124401319,0.0,0.622006593,0.0,1.0951253944527486,0.186846
823,19069,Franklin,IA,0.287466462,0.0,0.47911077,0.0,0.9869875560608933,0.1895016
824,19071,Fremont,IA,0.42722871,0.14240957,0.71204785,0.0,0.8861526981017676,0.5596754
825,19073,Greene,IA,0.108695652,0.0,0.869565217,0.0,0.8467169234130886,0.1092538
826,19075,Grundy,IA,0.404040404,0.0,0.565656566,0.080808081,0.7230077120822622,0.2410026
827,19077,Guthrie,IA,0.373064727,0.0,0.839395635,0.0,0.9047044632086853,0.2783706
828,19079,Hamilton,IA,0.264602765,0.0,0.595356221,0.066150691,1.0047358359402154,0.2606882
829,19081,Hancock,IA,0.27205949,0.0,0.544118981,0.0,0.9280881384348241,0.4490749
830,19083,Hardin,IA,0.346600427,0.0,0.750967593,0.0,1.2233653142218626,0.3467807
831,19085,Harrison,IA,0.349064507,0.0,0.907567719,0.069812901,0.8592246356887545,0.2749519
832,19087,Henry,IA,0.148389969,0.0494633,0.544096552,0.0494633,0.7124266982934704,0.1976675
833,19089,Howard,IA,0.105831305,0.0,0.634987829,0.0,1.158980794032556,0.2091394
834,19091,Humboldt,IA,0.31120332,0.0,0.726141079,0.0,1.0706821530133281,0.205571
835,19093,Ida,IA,0.426015337,0.0,0.710025561,0.0,0.6448133558431816,0.2813731
836,19095,Iowa,IA,0.366412214,0.0,0.79389313,0.122137405,0.6846212448782094,0.185311
837,19097,Jackson,IA,0.153988297,0.0513294,0.923929781,0.0513294,0.6721793831168831,0.2536526
838,19099,Jasper,IA,0.162725103,0.0271209,0.650900412,0.0271209,0.7968599165801505,0.2732091
839,19101,Jefferson,IA,0.115440115,0.0577201,0.634920635,0.0,0.7855575976759352,0.1185747
840,19103,Johnson,IA,0.140560979,0.0210841,0.351402447,0.070280489,0.44259581221222094,0.1247093
841,19105,Jones,IA,0.195560771,0.0488902,0.488901926,0.0,0.7106287449327325,0.2907118
842,19107,Keokuk,IA,0.293226469,0.0,0.586452937,0.0,1.020178651757599,0.2891845
843,19109,Kossuth,IA,0.459860728,0.0,0.591249507,0.0,0.7276597593292499,0.3909814
844,19111,Lee,IA,0.19837896,0.0283399,0.538457178,0.113359406,0.7697635024473333,0.2807648
845,19113,Linn,IA,0.12858724,0.0275544,0.394946521,0.087255627,0.6978796534986879,0.1439885
846,19115,Louisa,IA,0.268793119,0.0,0.537586238,0.0,1.2413548501507359,0.1773364
847,19117,Lucas,IA,0.114929318,0.0,0.689575911,0.0,1.0273972602739727,0.2283105
848,19119,Lyon,IA,0.427972267,0.0,0.770350081,0.171188907,0.5103342689461597,0.4252785
849,19121,Madison,IA,0.128131206,0.0,0.448459222,0.0,0.8038414036880882,0.2555257
850,19123,Mahaska,IA,0.134108181,0.0447027,0.581135449,0.178810907,1.017392208409452,0.2227866
851,19125,Marion,IA,0.269743743,0.0599431,0.479544433,0.089914581,0.9301096182810178,0.299231
852,19127,Marshall,IA,0.220231978,0.0244702,0.513874615,0.0489404,1.0177774514363105,0.1713293
853,19129,Mills,IA,0.269705347,0.0,0.539410694,0.0,0.657140931455146,0.3369954
854,19131,Mitchell,IA,0.463864923,0.0,0.649410892,0.185545969,0.9168609168609168,0.3729604
855,19133,Monona,IA,0.222321032,0.0,0.889284126,0.0,0.6210726289639046,0.4384042
856,19135,Monroe,IA,0.249968754,0.0,0.749906262,0.0,0.9611807019719707,0.2480466
857,19137,Montgomery,IA,0.287880242,0.0,0.479800403,0.0,1.0016404820493405,0.3785728
858,19139,Muscatine,IA,0.20977554,0.0233084,0.55940144,0.0466168,0.8842712438878393,0.2098929
859,19141,O'Brien,IA,0.498007968,0.0,0.78258395,0.071143995,0.9584626963966507,0.5644934
860,19143,Osceola,IA,0.321646832,0.0,0.321646832,0.160823416,0.48441789116744716,0.1614726
861,19145,Page,IA,0.258131131,0.0,0.451729479,0.0,1.0553893803432404,0.2545663
862,19147,Palo Alto,IA,0.439608748,0.0,0.659413122,0.0,0.8355795148247979,0.5390836
863,19149,Plymouth,IA,0.201013106,0.0402026,0.32162097,0.0402026,0.3780730985934343,0.2810455
864,19151,Pocahontas,IA,0.560381059,0.0,0.840571589,0.0,1.0955710955710956,0.4195804
865,19153,Polk,IA,0.165266971,0.0195711,0.387072644,0.069586093,0.7664540653429791,0.1690293
866,19155,Pottawattamie,IA,0.128854909,0.0322137,0.526157547,0.0536895,0.5596633409748905,0.1829669
867,19157,Poweshiek,IA,0.267838012,0.0535676,0.69637883,0.0535676,0.9251352120694563,0.3202391
868,19159,Ringgold,IA,0.395961196,0.0,0.98990299,0.0,0.9321036106750392,0.3924647
869,19161,Sac,IA,0.498256104,0.0,0.697558545,0.0,0.5991660921238385,0.4924653
870,19163,Scott,IA,0.145868706,0.023339,0.519292595,0.0408432,0.7953246168519955,0.1599536
871,19165,Shelby,IA,0.334784064,0.0,0.753264145,0.083696016,0.5730936006849504,0.3314276
872,19167,Sioux,IA,0.230673856,0.0288342,0.519016176,0.0288342,0.5082487062760203,0.2334539
873,19169,Story,IA,0.127560512,0.0212601,0.340161364,0.0318901,0.6190110452783264,0.1316656
874,19171,Tama,IA,0.286516532,0.0,0.687639677,0.0573033,0.8078619221411191,0.2281022
875,19173,Taylor,IA,0.325573824,0.0,0.651147648,0.0,0.8054123711340206,0.322165
876,19175,Union,IA,0.239693193,0.079897731,0.639181847,0.0,0.8734317929172621,0.3176116
877,19177,Van Buren,IA,0.669523299,0.0,0.803427959,0.0,1.6109544905356423,0.671231
878,19179,Wapello,IA,0.170396456,0.0283994,0.653186414,0.0,1.1569492356123585,0.2544817
879,19181,Warren,IA,0.10426224,0.0208524,0.458753858,0.0417049,0.6077925401462968,0.1919345
880,19183,Washington,IA,0.181241504,0.0453104,0.589034889,0.0453104,0.6084390496182045,0.2737976
881,19185,Wayne,IA,0.469116497,0.0,0.938232995,0.0,1.1690836485918452,0.4728878
882,19187,Webster,IA,0.135299689,0.0270599,0.568258693,0.0270599,0.8943023994133376,0.2146326
883,19189,Winnebago,IA,0.284117814,0.0,0.662941566,0.0,1.0849056603773586,0.3773585
884,19191,Winneshiek,IA,0.240755008,0.048151,0.481510015,0.0,0.561859993985724,0.2848867
885,19193,Woodbury,IA,0.185780915,0.0293338,0.479119203,0.097779429,0.8510631366685237,0.1954595
886,19195,Worth,IA,0.262329486,0.0,0.786988458,0.0,0.7979784545817262,0.2659928
887,19197,Wright,IA,0.31152648,0.0,0.778816199,0.31152648,1.263695378852026,0.3848818
888,20001,Allen,KS,0.154930669,0.077465334,0.54225734,0.077465334,1.0761568686337812,0.2252421
889,20003,Anderson,KS,0.380565774,0.0,0.380565774,0.0,0.49471601195739123,0.1263105
890,20005,Atchison,KS,0.181675044,0.0605583,0.484466784,0.0,0.6344297071710384,0.0594778
891,20007,Barber,KS,0.612619971,0.0,1.021033286,0.0,0.6685867105533841,0.411438
892,20009,Barton,KS,0.146065364,0.0365163,0.32864707,0.0365163,0.8437057734876802,0.2177305
893,20011,Bourbon,KS,0.135391281,0.06769564,0.406173842,0.0,0.6712760958582265,0.2013828
894,20013,Brown,KS,0.30565461,0.10188487,0.611309221,0.0,1.0120433154539015,0.303613
895,20015,Butler,KS,0.075497909,0.0301992,0.332190798,0.09059749,0.5215691636157403,0.091148
896,20017,Chase,KS,0.371471025,0.0,0.371471025,0.0,1.088139281828074,0.3627131
897,20019,Chautauqua,KS,0.287273772,0.0,1.149095088,0.0,1.5401848221786614,0.5600672
898,20021,Cherokee,KS,0.19242796,0.0,0.33674893,0.048107,0.6477904456798267,0.1413361
899,20023,Cheyenne,KS,1.485332343,0.0,1.113999257,0.0,0.7468259895444361,0.373413
900,20025,Clark,KS,0.46641791,0.0,0.46641791,0.0,0.6495491364817362,0.9170105
901,20027,Clay,KS,0.240471324,0.0,0.240471324,0.120235662,0.7814636814754033,0.2344391
902,20029,Cloud,KS,0.21310602,0.10655301,0.532765051,0.21310602,0.7183143556454187,0.3192508
903,20031,Coffey,KS,0.237163524,0.0,0.711490573,0.0,1.0095663765388536,0.1176194
904,20033,Comanche,KS,1.023541453,0.0,2.047082907,0.0,1.5682174594877156,0.5227392
905,20035,Cowley,KS,0.139031783,0.0556127,0.389288991,0.0278064,0.6774507642563199,0.1653439
